CustomerID,Total_Revenue,Total_Orders,Recency_Days,RFM_Score,Segment
15363,326.0,1,372,112,Lost
15364,913.19,2,95,233,Others
15365,2314.32,7,25,455,Loyal Customers
15366,602.51,2,74,233,Others
15367,1877.5900000000001,4,56,344,Others
15368,446.94000000000005,1,20,412,Potential Loyalist
15370,2386.05,7,40,355,Others
15372,2007.3999999999999,1,136,214,Lost
15373,2415.91,12,7,555,Champions
15374,168.0,1,128,211,Lost
15376,1233.36,3,39,334,Others
15379,3703.29,7,168,255,At Risk
15380,1690.2600000000002,5,8,544,Loyal Customers
15381,596.8499999999999,2,213,133,Others
15382,5955.71,6,14,455,Loyal Customers
15384,642.41,2,169,233,Others
15385,316.88,1,39,312,Others
15386,394.14,1,185,112,Lost
15388,140.54,1,269,111,Lost
15389,500.0,1,171,213,Lost
15392,1535.53,4,4,544,Loyal Customers
15393,231.86,2,15,431,Others
15394,2183.54,4,9,545,Loyal Customers
15395,107.45,1,325,111,Lost
15396,288.18,1,112,212,Lost
15397,94.0,1,289,111,Lost
15398,1345.5300000000002,2,15,434,Others
15399,815.77,3,0,533,Others
15400,716.2,5,91,243,At Risk
15402,626.77,2,148,233,Others
15405,349.1,1,188,112,Lost
15406,510.71000000000004,3,30,433,Others
15407,1056.44,4,33,344,Others
15408,267.18,1,263,112,Lost
15410,3450.84,9,83,255,At Risk
15411,1358.88,4,25,444,Loyal Customers
15412,190.53,1,170,211,Lost
15414,774.9000000000001,3,9,533,Others
15415,572.8100000000001,1,312,113,Lost
15416,3984.32,4,64,345,Others
15417,508.8,1,84,213,Lost
15419,135.86,1,24,411,Potential Loyalist
15421,950.36,4,58,344,Others
15422,97.7,2,322,131,Others
15423,43.5,1,37,311,Others
15424,383.34000000000003,2,253,132,Others
15426,1447.3899999999999,5,18,444,Loyal Customers
15427,1483.1399999999999,3,32,434,Others
15428,93.78,1,14,411,Potential Loyalist
15429,397.35,2,26,432,Others
15432,171.19,1,22,411,Potential Loyalist
15433,533.3,2,213,133,Others
15434,1041.48,5,7,544,Loyal Customers
15435,149.29,1,21,411,Potential Loyalist
15436,1122.53,3,11,534,Others
15437,200.16,1,261,111,Lost
15438,156.57999999999998,1,130,211,Lost
15440,383.68,3,54,332,Others
15442,594.0,1,248,113,Lost
15443,3236.91,7,1,555,Champions
15444,1418.2599999999998,2,8,534,Others
15445,113.5,1,263,111,Lost
15447,155.17,1,330,111,Lost
15448,494.64,1,312,113,Lost
15449,974.52,3,25,434,Others
15450,429.84,1,29,412,Potential Loyalist
15452,538.73,3,29,433,Others
15453,1388.37,7,1,554,Loyal Customers
15454,179.1,1,361,111,Lost
15456,447.22,3,282,132,Others
15457,237.07,1,261,111,Lost
15458,161.64,1,24,411,Potential Loyalist
15460,216.76,1,353,111,Lost
15462,234.6,3,93,231,Others
15463,126.14,1,28,411,Potential Loyalist
15464,1048.85,1,337,114,Lost
15465,7354.62,18,19,455,Loyal Customers
15466,334.53,1,84,212,Lost
15467,524.88,3,8,533,Others
15468,467.51,2,50,332,Others
15469,538.55,2,49,333,Others
15471,469.48,1,1,512,Potential Loyalist
15472,371.56,1,112,212,Lost
15473,1771.2,7,13,454,Loyal Customers
15475,454.10999999999996,1,76,212,Lost
15478,1441.42,2,39,334,Others
15480,905.5,1,115,213,Lost
15482,11054.96,12,15,455,Loyal Customers
15483,233.81,4,160,241,At Risk
15484,3594.31,4,0,545,Loyal Customers
15485,2575.0,3,29,435,Others
15488,91.32000000000001,1,92,211,Lost
15489,1134.28,3,22,434,Others
15491,3100.09,6,94,255,At Risk
15492,659.46,2,27,433,Others
15493,2001.8,5,32,444,Loyal Customers
15494,1299.23,2,20,434,Others
15497,1262.2,2,17,434,Others
15498,13316.4,27,2,555,Champions
15500,1131.56,4,7,544,Loyal Customers
15502,10384.93,12,15,455,Loyal Customers
15503,147.09,1,362,111,Lost
15504,52.83,1,80,211,Lost
15505,3610.96,5,52,345,Others
15506,979.26,3,22,434,Others
15507,492.36,1,171,213,Lost
15508,1000.27,6,188,154,At Risk
15510,250.0,1,330,111,Lost
15511,909.23,5,11,543,Loyal Customers
15512,121.0,2,155,231,Others
15513,14758.220000000001,19,32,455,Loyal Customers
15514,4139.46,11,11,555,Champions
15516,62.43,3,44,331,Others
15517,267.03,1,232,112,Lost
15518,1942.45,8,63,354,Others
15520,343.5,1,1,512,Potential Loyalist
15521,3000.2,8,39,355,Others
15522,398.84,2,32,432,Others
15523,412.01000000000005,1,83,212,Lost
15524,440.0,1,24,412,Potential Loyalist
15525,825.92,3,1,533,Others
15526,148.44,2,32,431,Others
15527,2429.78,8,18,455,Loyal Customers
15528,229.33,1,253,111,Lost
15529,3995.23,11,22,455,Loyal Customers
15530,1502.35,4,21,444,Loyal Customers
15531,2007.44,2,7,534,Others
15532,1580.93,4,24,444,Loyal Customers
15533,807.5699999999999,3,18,433,Others
15535,536.4000000000001,4,172,243,At Risk
15537,110.92,1,162,211,Lost
15539,538.46,1,6,513,Potential Loyalist
15540,213.3,1,10,511,Potential Loyalist
15541,85.13000000000001,1,113,211,Lost
15543,127.86,1,287,111,Lost
15544,3546.71,9,8,555,Champions
15545,292.72,2,53,332,Others
15547,4954.84,14,6,555,Champions
15549,1693.26,3,76,234,Others
15550,575.63,4,3,543,Loyal Customers
15551,436.06,1,36,312,Others
15552,90.12,1,216,111,Lost
15553,437.23,1,59,312,Others
15554,217.2,1,277,111,Lost
15555,4805.17,16,11,555,Champions
15556,279.77,1,23,412,Potential Loyalist
15557,473.65000000000003,1,28,412,Potential Loyalist
15561,800.59,4,11,543,Loyal Customers
15562,134.55,1,351,111,Lost
15563,1400.44,4,21,444,Loyal Customers
15565,173.16000000000003,2,49,331,Others
15567,186.01,1,18,411,Potential Loyalist
15568,758.29,3,2,533,Others
15569,1375.71,5,103,244,At Risk
15570,4165.52,12,6,555,Champions
15571,650.4300000000001,4,11,543,Loyal Customers
15572,2552.86,7,4,555,Champions
15573,607.45,2,31,433,Others
15574,702.25,4,177,243,At Risk
15576,940.6700000000001,1,37,313,Others
15577,258.88,3,150,232,Others
15578,127.1,1,161,211,Lost
15579,348.6,2,68,332,Others
15581,3679.9700000000003,13,120,255,At Risk
15582,682.9100000000001,3,24,433,Others
15584,725.11,4,23,443,Loyal Customers
15585,455.3,1,176,212,Lost
15587,913.68,4,49,343,Others
15589,478.53,3,255,132,Others
15592,388.58,1,46,312,Others
15593,199.8,1,70,311,Others
15594,1771.78,5,15,444,Loyal Customers
15596,1406.59,5,100,244,At Risk
15597,324.57,1,34,312,Others
15598,240.68,1,52,311,Others
15599,761.74,2,26,433,Others
15601,6776.56,14,10,555,Champions
15602,1297.87,9,7,554,Loyal Customers
15603,48.480000000000004,1,78,211,Lost
15604,216.39,1,51,311,Others
15605,1198.23,5,35,344,Others
15606,2920.16,9,60,355,Others
15607,104.76,1,336,111,Lost
15608,1093.68,4,27,444,Loyal Customers
15609,298.48,1,183,112,Lost
15610,112.46000000000001,1,51,311,Others
15611,1591.45,13,9,554,Loyal Customers
15612,195.15,2,35,331,Others
15615,10399.74,23,9,555,Champions
15618,776.851,4,32,443,Loyal Customers
15619,336.40000000000003,1,10,512,Potential Loyalist
15620,1553.1799999999998,3,56,334,Others
15621,1293.03,4,3,544,Loyal Customers
15622,3709.56,9,42,355,Others
15623,301.03,1,140,212,Lost
15624,588.13,4,116,243,At Risk
15625,1534.2599999999998,4,103,244,At Risk
15626,675.8,2,74,233,Others
15628,2870.2400000000002,9,4,555,Champions
15630,1186.35,2,44,334,Others
15632,3285.31,8,15,455,Loyal Customers
15634,243.55,1,16,411,Potential Loyalist
15636,724.76,2,89,233,Others
15637,223.36,1,52,311,Others
15639,425.32,1,133,212,Lost
15640,12515.66,15,3,555,Champions
15641,1887.2000000000003,4,104,244,At Risk
15643,664.0,3,191,133,Others
15644,813.0,4,165,243,At Risk
15645,612.01,1,18,413,Potential Loyalist
15646,447.64000000000004,3,157,232,Others
15648,657.35,2,203,133,Others
15649,816.0,2,335,133,Others
15651,646.3,3,36,333,Others
15652,337.74,1,90,212,Lost
15653,877.4399999999999,2,92,233,Others
15654,922.53,2,8,533,Others
15655,560.67,1,242,113,Lost
15656,748.5,4,44,343,Others
15657,30.0,1,22,411,Potential Loyalist
15658,1024.1,5,189,144,At Risk
15659,306.45,1,43,312,Others
15660,1600.8600000000001,9,24,454,Loyal Customers
15661,309.79999999999995,2,316,132,Others
15663,138.14,1,105,211,Lost
15664,386.43,1,50,312,Others
15665,2242.01,2,167,235,Others
15667,301.32,1,39,312,Others
15668,76.32000000000001,1,217,111,Lost
15669,684.34,4,39,343,Others
15670,173.05,1,296,111,Lost
15671,2657.13,7,18,455,Loyal Customers
15673,2881.02,4,87,245,At Risk
15674,2446.6000000000004,5,72,245,At Risk
15675,323.69,3,80,232,Others
15676,3435.76,3,18,435,Others
15677,657.23,1,48,313,Others
15678,352.7,1,52,312,Others
15679,781.28,4,23,443,Loyal Customers
15680,1333.68,3,8,534,Others
15681,1426.16,5,24,444,Loyal Customers
15683,193.75,1,116,211,Lost
15687,2993.1,9,8,555,Champions
15689,254.1,2,119,232,Others
15690,239.76,2,3,531,Others
15691,136.8,1,251,111,Lost
15692,191.04,1,27,411,Potential Loyalist
15694,6479.4,14,0,555,Champions
15695,409.98,2,266,132,Others
15696,2736.46,8,32,455,Loyal Customers
15699,309.65,1,17,412,Potential Loyalist
15700,696.68,2,171,233,Others
15701,1542.1399999999999,4,1,544,Loyal Customers
15703,211.5,1,264,111,Lost
15704,2293.62,4,139,245,At Risk
15705,143.1,1,200,111,Lost
15706,1060.56,4,63,344,Others
15707,945.5799999999999,4,34,344,Others
15708,3364.2400000000002,7,40,355,Others
15709,133.25,1,283,111,Lost
15712,1072.3600000000001,5,8,544,Loyal Customers
15713,356.70000000000005,2,142,232,Others
15714,330.88,2,11,532,Others
15716,1118.81,4,145,244,At Risk
15717,150.3,1,233,111,Lost
15719,5045.610000000001,13,32,455,Loyal Customers
15720,598.73,1,23,413,Potential Loyalist
15721,507.08,1,11,513,Potential Loyalist
15722,2222.56,5,35,345,Others
15723,203.1,1,364,111,Lost
15724,218.25,2,200,131,Others
15725,415.25,1,14,412,Potential Loyalist
15727,5178.96,7,16,455,Loyal Customers
15729,85.0,1,212,111,Lost
15730,1120.88,3,65,334,Others
15732,294.12,2,211,132,Others
15733,162.3,1,282,111,Lost
15734,1339.4500000000003,2,114,234,Others
15737,1205.1200000000001,8,14,454,Loyal Customers
15738,4812.42,16,18,455,Loyal Customers
15739,449.12,1,65,312,Others
15740,154.88,1,48,311,Others
15743,784.46,4,15,443,Loyal Customers
15744,34.8,1,77,211,Lost
15745,1094.5900000000001,4,18,444,Loyal Customers
15746,196.88,1,133,211,Lost
15747,974.04,3,12,534,Others
15748,149.31,1,39,311,Others
15749,44534.3,3,234,135,Others
15750,2465.48,8,2,555,Champions
15752,2637.38,7,39,355,Others
15753,79.2,1,304,111,Lost
15754,458.57000000000005,3,50,332,Others
15755,2364.25,6,9,555,Champions
15756,532.96,4,60,343,Others
15757,714.4200000000001,2,65,333,Others
15758,205.25,1,24,421,Potential Loyalist
15759,253.04000000000002,3,217,132,Others
15762,583.75,2,64,333,Others
15763,1086.92,2,31,434,Others
15764,3279.9700000000003,6,87,255,At Risk
15766,315.06,1,63,322,Others
15768,621.8299999999999,3,115,233,Others
15769,56252.72,26,6,555,Champions
15773,635.6800000000001,1,5,523,Potential Loyalist
15774,270.8,1,68,322,Others
15775,104.9,1,244,121,Lost
15776,241.62,1,132,221,Lost
15777,1047.11,4,240,144,At Risk
15780,475.28000000000003,3,183,132,Others
15781,345.46000000000004,3,24,432,Others
15782,2614.7400000000002,3,9,545,Loyal Customers
15783,246.3,1,10,521,Potential Loyalist
15785,2328.9700000000003,5,32,445,Loyal Customers
15786,4932.2,3,45,345,Others
15787,948.0500000000001,3,25,444,Loyal Customers
15789,351.3,1,357,122,Lost
15790,220.85,1,9,521,Potential Loyalist
15791,1612.69,2,43,334,Others
15793,965.61,3,14,444,Loyal Customers
15795,610.01,1,149,223,Lost
15796,2711.56,8,0,555,Champions
15797,2207.4,4,112,245,At Risk
15799,884.14,3,75,243,At Risk
15800,699.0799999999999,2,106,233,Others
15801,1063.95,3,45,344,Others
15802,451.42,1,142,222,Lost
15803,415.82000000000005,1,50,322,Others
15804,4206.39,13,0,555,Champions
15805,5528.48,17,22,455,Loyal Customers
15806,784.58,3,45,343,Others
15807,903.9000000000001,3,49,343,Others
15808,3734.9700000000003,4,305,145,At Risk
15809,515.77,5,35,343,Others
15810,1391.98,4,78,244,At Risk
15811,2218.62,6,21,455,Loyal Customers
15812,1801.14,5,106,244,At Risk
15813,1303.9099999999999,2,207,134,Others
15814,1945.33,4,16,444,Loyal Customers
15815,2100.6,5,63,345,Others
15819,1905.45,4,48,344,Others
15820,206.98,1,319,121,Lost
15821,570.96,2,43,333,Others
15822,885.47,2,2,533,Others
15823,15.0,1,371,121,Lost
15825,532.94,1,171,223,Lost
15826,1654.31,3,55,344,Others
15827,1836.0900000000001,14,72,254,At Risk
15829,636.14,2,98,233,Others
15830,576.0,1,37,323,Others
15831,801.76,3,57,343,Others
15832,836.79,1,253,123,Lost
15834,2233.75,4,69,345,Others
15835,954.09,4,43,344,Others
15836,137.37,1,49,321,Others
15837,391.98,1,64,322,Others
15838,33643.08,19,10,555,Champions
15839,1048.49,3,32,444,Loyal Customers
15840,355.56,2,58,332,Others
15841,1224.06,4,72,244,At Risk
15843,118.95000000000002,1,303,121,Lost
15844,130.73999999999998,1,45,321,Others
15845,3711.77,8,17,455,Loyal Customers
15847,389.27,2,37,332,Others
15850,238.85,2,18,431,Others
15852,160.71,2,186,131,Others
15853,110.8,1,51,321,Others
15854,2974.65,12,3,555,Champions
15855,712.24,5,136,243,At Risk
15856,16387.57,27,3,555,Champions
15857,297.0,1,18,422,Potential Loyalist
15858,1438.8500000000001,5,15,444,Loyal Customers
15860,977.21,8,40,354,Others
15861,3165.36,9,11,555,Champions
15862,832.88,4,7,543,Loyal Customers
15863,68.84,2,25,431,Others
15864,1936.32,6,21,454,Loyal Customers
15865,895.13,3,40,343,Others
15866,230.53,1,100,221,Lost
15867,3812.64,15,4,555,Champions
15869,149.64,2,276,131,Others
15870,354.09000000000003,1,32,422,Potential Loyalist
15872,360.93,2,14,432,Others
15874,4405.88,7,63,355,Others
15877,493.28,2,1,533,Others
15880,343.28000000000003,1,368,122,Lost
15881,501.39000000000004,5,311,143,At Risk
15882,516.36,4,198,143,At Risk
15883,396.48,2,1,532,Others
15885,379.35,3,92,242,At Risk
15886,181.09,1,59,321,Others
15888,168.31,1,80,221,Lost
15889,446.87,2,156,232,Others
15891,524.52,1,226,123,Lost
15894,263.55,2,252,132,Others
15895,179.17,1,149,221,Lost
15897,222.05,2,193,131,Others
15898,1388.88,5,0,544,Loyal Customers
15899,56.25,1,368,121,Lost
15900,351.11,1,23,422,Potential Loyalist
15901,363.88,3,16,442,Loyal Customers
15903,5126.76,7,9,555,Champions
15904,164.68,1,7,521,Potential Loyalist
15906,1567.6899999999998,7,19,454,Loyal Customers
15907,967.45,3,3,544,Loyal Customers
15909,191.94,1,173,221,Lost
15910,1232.18,8,0,554,Loyal Customers
15912,264.62,2,177,232,Others
15916,1528.0900000000001,8,15,454,Loyal Customers
15917,123.1,1,247,121,Lost
15918,334.23,2,190,132,Others
15919,639.8900000000001,2,19,433,Others
15920,167.5,4,153,241,At Risk
15921,336.03000000000003,1,172,222,Lost
15922,369.5,1,372,122,Lost
15923,127.08,1,372,121,Lost
15925,207.15,1,193,121,Lost
15930,426.63,1,66,322,Others
15932,2495.87,8,3,555,Champions
15933,1107.46,3,20,444,Loyal Customers
15935,416.86,2,238,132,Others
15937,145.35,1,63,321,Others
15938,404.58000000000004,5,111,242,At Risk
15939,6115.01,15,89,255,At Risk
15940,35.8,1,310,121,Lost
15942,337.44,1,133,222,Lost
15944,325.1,1,276,122,Lost
15945,181.0,1,364,121,Lost
15947,1708.24,1,82,224,Lost
15948,955.24,2,7,534,Others
15949,364.72,2,16,432,Others
15950,1765.5100000000002,4,31,444,Loyal Customers
15951,708.22,2,8,533,Others
15952,806.57,4,33,343,Others
15953,1659.3799999999999,8,14,454,Loyal Customers
15955,4416.26,14,23,455,Loyal Customers
15957,428.89,1,31,422,Potential Loyalist
15958,104.35,1,73,221,Lost
15963,470.76,2,19,432,Others
15965,845.64,4,16,443,Loyal Customers
15967,418.83000000000004,2,22,432,Others
15969,666.1,3,2,543,Loyal Customers
15970,314.1,1,303,122,Lost
15971,4199.85,12,17,455,Loyal Customers
15973,307.82000000000005,1,366,122,Lost
15974,3442.15,7,38,355,Others
15975,371.01,1,83,222,Lost
15976,430.94,2,164,232,Others
15977,1054.73,2,16,434,Others
15978,1098.78,1,76,224,Lost
15980,2398.8599999999997,3,88,245,At Risk
15981,3408.48,8,24,455,Loyal Customers
15983,1475.02,4,21,444,Loyal Customers
15984,2837.67,10,2,555,Champions
15985,1142.42,2,122,234,Others
15986,168.12,1,29,421,Potential Loyalist
15987,1451.2800000000002,7,11,554,Loyal Customers
15988,158.03,1,18,421,Potential Loyalist
15990,792.11,2,43,333,Others
15992,41.989999999999995,1,3,521,Potential Loyalist
15993,2797.57,7,8,555,Champions
15994,427.07,1,54,322,Others
15996,1060.68,6,87,254,At Risk
15998,3089.9700000000003,5,36,345,Others
16000,12393.7,3,2,545,Loyal Customers
16003,2735.37,5,29,445,Loyal Customers
16005,615.39,4,11,543,Loyal Customers
16006,101.4,1,210,121,Lost
16007,1701.94,4,47,344,Others
16008,478.78,3,23,442,Loyal Customers
16009,992.71,4,21,444,Loyal Customers
16010,407.5,3,245,142,At Risk
16011,3362.71,16,7,555,Champions
16012,1415.29,3,34,344,Others
16013,37130.6,47,3,555,Champions
16014,662.38,3,37,343,Others
16015,705.39,3,3,543,Loyal Customers
16016,1508.76,8,2,554,Loyal Customers
16017,211.88,1,46,321,Others
16018,408.9,2,38,332,Others
16019,3786.2400000000002,9,46,355,Others
16020,851.01,3,16,443,Loyal Customers
16022,628.28,1,259,123,Lost
16023,719.8100000000001,3,45,343,Others
16024,251.24,1,11,522,Potential Loyalist
16025,439.65999999999997,1,29,422,Potential Loyalist
16026,236.09,1,42,321,Others
16027,934.62,6,91,253,At Risk
16029,81024.84,63,38,355,Others
16030,331.24,1,309,122,Lost
16031,548.94,2,91,233,Others
16033,8816.4,20,5,555,Champions
16034,437.7,3,195,142,At Risk
16036,758.9200000000001,2,86,233,Others
16037,855.02,3,269,143,At Risk
16038,471.78,3,7,542,Loyal Customers
16040,1313.55,3,64,344,Others
16041,3166.4,3,30,445,Loyal Customers
16042,1197.27,5,21,444,Loyal Customers
16043,773.99,4,37,343,Others
16045,1340.7,4,119,244,At Risk
16048,256.44000000000005,2,372,132,Others
16049,1111.79,3,39,344,Others
16050,137.9,1,173,221,Lost
16052,362.06,1,53,322,Others
16053,1511.95,2,32,434,Others
16054,783.9,1,144,223,Lost
16055,134.8,1,220,121,Lost
16056,664.85,1,44,323,Others
16057,2263.12,7,15,455,Loyal Customers
16059,1459.8600000000001,6,65,354,Others
16062,1153.62,4,9,544,Loyal Customers
16063,335.32,2,259,132,Others
16065,372.09,1,364,122,Lost
16066,1521.87,5,16,444,Loyal Customers
16070,852.1500000000001,2,21,433,Others
16071,326.24,1,44,322,Others
16072,584.3199999999999,1,287,123,Lost
16073,122.39999999999999,1,296,121,Lost
16076,2234.73,10,2,555,Champions
16078,79.2,1,283,121,Lost
16079,1352.0,3,16,444,Loyal Customers
16080,217.16,2,81,231,Others
16081,2806.8999999999996,5,55,345,Others
16083,1317.62,2,100,234,Others
16084,436.18,1,298,122,Lost
16085,981.51,5,22,444,Loyal Customers
16086,1121.3899999999999,5,58,344,Others
16091,315.06,2,154,232,Others
16092,817.86,3,114,243,At Risk
16093,17.0,1,106,221,Lost
16094,1078.23,4,11,544,Loyal Customers
16096,320.62,1,263,122,Lost
16097,185.04999999999998,1,239,121,Lost
16098,2005.63,8,87,254,At Risk
16099,731.9000000000001,3,49,343,Others
16101,1290.7,1,70,324,Others
16102,1842.14,3,41,344,Others
16103,1429.64,6,6,554,Loyal Customers
16104,302.36,1,61,322,Others
16105,336.96,1,248,122,Lost
16106,108.38,1,65,321,Others
16107,3204.1600000000003,7,17,455,Loyal Customers
16108,842.5,1,84,223,Lost
16109,611.8799999999999,2,218,133,Others
16110,1337.48,3,44,344,Others
16112,195.74,4,142,241,At Risk
16113,161.38,1,182,121,Lost
16114,135.75000000000003,1,170,221,Lost
16115,1667.97,8,9,554,Loyal Customers
16116,612.78,1,211,123,Lost
16117,232.21,1,189,121,Lost
16119,423.36,2,7,532,Others
16120,1309.14,4,58,344,Others
16121,867.11,2,56,333,Others
16122,684.4200000000001,4,72,243,At Risk
16123,307.78,1,51,322,Others
16124,249.0,1,316,121,Lost
16125,289.35,1,366,122,Lost
16126,6287.77,4,28,445,Loyal Customers
16127,656.25,1,38,323,Others
16128,1880.22,5,17,444,Loyal Customers
16131,3506.5400000000004,6,51,355,Others
16133,14589.04,33,3,555,Champions
16134,618.09,2,21,433,Others
16135,517.55,1,262,123,Lost
16136,709.38,3,59,343,Others
16139,635.41,3,18,443,Loyal Customers
16140,725.18,2,65,333,Others
16141,620.4,1,87,223,Lost
16142,535.34,1,249,123,Lost
16143,2424.94,6,2,555,Champions
16144,175.2,1,246,121,Lost
16145,3799.49,11,8,555,Champions
16146,734.13,3,156,243,At Risk
16147,375.0,1,133,222,Lost
16148,76.32000000000001,1,295,121,Lost
16149,280.52,2,4,532,Others
16150,2053.02,6,42,354,Others
16152,1829.04,1,268,124,Lost
16153,1824.23,5,49,344,Others
16156,3122.04,9,8,555,Champions
16157,656.69,3,15,443,Loyal Customers
16159,348.2,1,281,122,Lost
16160,1025.44,2,64,334,Others
16161,5575.56,19,1,555,Champions
16162,37.4,1,251,121,Lost
16163,856.6000000000001,2,231,133,Others
16164,822.48,3,16,443,Loyal Customers
16168,3787.6,27,10,555,Champions
16169,1822.97,4,7,544,Loyal Customers
16170,1885.05,6,50,354,Others
16171,73.2,1,58,321,Others
16172,1140.21,5,94,244,At Risk
16173,1418.3200000000002,6,15,454,Loyal Customers
16174,1009.55,3,125,244,At Risk
16175,1037.59,4,93,244,At Risk
16177,331.95,1,49,322,Others
16178,197.9,1,137,221,Lost
16179,215.83,1,60,321,Others
16180,10254.18,8,99,255,At Risk
16181,305.54,1,72,222,Lost
16182,6617.65,4,71,345,Others
16183,338.71000000000004,1,66,322,Others
16184,1158.79,6,63,354,Others
16185,529.41,2,16,433,Others
16186,4006.94,12,22,455,Loyal Customers
16187,6911.4400000000005,15,31,455,Loyal Customers
16188,981.86,4,44,344,Others
16189,215.48,2,15,431,Others
16190,215.08,1,39,321,Others
16191,5180.5199999999995,13,2,555,Champions
16193,314.45,1,236,122,Lost
16198,400.68100000000004,1,74,222,Lost
16200,1080.62,2,3,534,Others
16201,1863.4699999999998,4,2,544,Loyal Customers
16202,365.27,1,360,122,Lost
16203,592.9,4,58,343,Others
16204,405.71,1,22,422,Potential Loyalist
16205,761.38,4,30,443,Loyal Customers
16206,537.06,4,54,343,Others
16207,394.38,1,24,422,Potential Loyalist
16208,664.26,2,44,333,Others
16209,2262.62,5,88,245,At Risk
16210,21086.300000000003,18,1,555,Champions
16211,547.02,1,88,223,Lost
16212,690.34,2,18,433,Others
16213,159.0,1,78,221,Lost
16214,1062.75,3,170,244,At Risk
16215,242.35,1,80,221,Lost
16216,914.9300000000001,1,266,123,Lost
16217,304.25,2,234,132,Others
16218,3084.68,7,29,455,Loyal Customers
16221,864.86,3,36,343,Others
16222,846.72,1,317,123,Lost
16224,1295.3000000000002,4,56,344,Others
16225,1096.3200000000002,5,44,344,Others
16226,255.12,3,202,142,At Risk
16227,314.22,1,224,122,Lost
16229,1010.5999999999999,2,86,234,Others
16230,542.03,2,189,133,Others
16232,990.88,4,43,344,Others
16233,536.6800000000001,3,70,343,Others
16235,867.31,5,40,343,Others
16236,432.2,1,77,222,Lost
16239,414.2,2,56,332,Others
16240,3718.8,2,23,435,Others
16241,2607.87,13,9,555,Champions
16242,3603.21,7,7,555,Champions
16243,409.1,2,33,332,Others
16244,1522.75,2,211,134,Others
16245,1413.66,3,23,444,Loyal Customers
16247,114.56,1,169,221,Lost
16248,152.94,1,61,321,Others
16249,1800.0700000000002,5,52,344,Others
16250,389.44,2,260,132,Others
16253,3683.86,2,66,335,Others
16255,2619.91,8,16,455,Loyal Customers
16256,752.4300000000001,1,266,123,Lost
16257,46.95,1,176,221,Lost
16258,5203.51,5,44,345,Others
16260,1035.45,1,50,324,Others
16261,746.83,4,16,443,Loyal Customers
16265,5447.0,9,8,555,Champions
16266,861.89,7,73,253,At Risk
16268,667.65,2,70,333,Others
16270,1141.24,1,352,124,Lost
16271,1429.24,5,2,544,Loyal Customers
16272,411.70000000000005,2,116,232,Others
16274,357.95,1,372,122,Lost
16275,559.87,1,196,123,Lost
16276,810.6000000000001,1,176,223,Lost
16278,566.38,1,99,223,Lost
16279,1509.58,3,20,444,Loyal Customers
16281,2062.06,1,71,325,Others
16282,168.3,1,339,121,Lost
16283,1570.81,5,5,544,Loyal Customers
16284,823.97,2,30,433,Others
16287,142.5,1,169,221,Lost
16292,302.25,1,121,222,Lost
16293,2248.9900000000002,10,21,455,Loyal Customers
16295,1328.55,4,9,544,Loyal Customers
16297,301.9,1,268,122,Lost
16298,598.2,3,22,443,Loyal Customers
16302,233.22,1,126,221,Lost
16303,5360.63,3,25,445,Loyal Customers
16305,361.21999999999997,1,138,222,Lost
16306,632.27,6,213,153,At Risk
16308,2560.0,4,37,345,Others
16309,706.5699999999999,2,105,233,Others
16311,616.26,2,17,433,Others
16313,274.15,2,2,532,Others
16315,226.37,1,330,121,Lost
16316,2938.91,8,63,355,Others
16317,1341.65,3,119,244,At Risk
16318,328.15,1,34,322,Others
16319,404.40000000000003,1,217,122,Lost
16320,1038.46,2,171,234,Others
16321,373.65,5,71,342,Others
16322,326.75,2,0,532,Others
16323,207.50000000000003,1,195,121,Lost
16324,428.68,3,127,242,At Risk
16325,594.24,3,46,343,Others
16326,3110.96,14,5,555,Champions
16327,3844.2200000000003,6,13,455,Loyal Customers
16330,251.91,3,17,442,Loyal Customers
16332,1593.2,7,27,454,Loyal Customers
16333,26626.8,22,7,555,Champions
16337,151.05,1,36,321,Others
16338,214.79999999999998,1,156,221,Lost
16339,109.95,1,283,121,Lost
16340,549.07,1,106,223,Lost
16341,1971.87,4,24,444,Loyal Customers
16342,322.40999999999997,4,74,242,At Risk
16343,370.48,2,15,432,Others
16344,101.10000000000001,1,157,221,Lost
16345,575.41,1,43,323,Others
16347,887.6500000000001,2,10,533,Others
16348,1469.45,7,31,454,Loyal Customers
16349,53.5,1,290,121,Lost
16350,1116.47,4,20,444,Loyal Customers
16351,153.9,1,332,121,Lost
16352,494.44,2,17,433,Others
16353,6675.71,23,3,555,Champions
16354,395.8,2,62,332,Others
16356,211.76999999999998,3,197,141,At Risk
16357,658.88,3,32,443,Loyal Customers
16358,2027.5000000000002,4,0,544,Loyal Customers
16359,1750.92,9,6,554,Loyal Customers
16360,3512.53,6,4,555,Champions
16361,896.66,4,9,543,Loyal Customers
16362,734.77,5,31,443,Loyal Customers
16363,109.36000000000001,1,52,321,Others
16364,707.04,2,11,533,Others
16365,1540.42,9,17,454,Loyal Customers
16366,327.3,1,18,422,Potential Loyalist
16367,804.49,2,36,333,Others
16368,497.43000000000006,2,1,533,Others
16369,1553.66,3,17,444,Loyal Customers
16370,1320.56,4,81,244,At Risk
16372,367.93,2,32,432,Others
16374,473.03000000000003,2,65,332,Others
16376,987.01,2,8,534,Others
16377,676.2,1,266,123,Lost
